date,fr_daily_sum,oi_usd,volume_usd,liquidations_usd,usdc_supply,bridged_usdc,oi_chg_1d,oi_chg_3d,vol_ma7,vol_ratio,fee_ratio,usdc_chg_1d,usdc_chg_7d,bridge_flow_1d,bridge_flow_7d,bridge_flow_1d_pct,bridge_flow_7d_pct,liq_ma7,liq_ratio,fr_ma7,fr_zscore,spot_close,spot_twap_7d,spot_twap_14d,spot_twap_30d,spot_vwap_7d,ret_1d,ret_3d,ret_7d,ret_14d,twap_premium_7d,fee_total,fee_spot,fee_perp,fee_ma7
2023-08-11,,,,,,4160353,,,,,,,,-29073.0,977934.0,-0.0069396141619401,0.3072926600802723,,,,,,,,,,,,,,,,,,
2023-08-12,,,,,,3781962,,,,,,,,-378391.0,556962.0,-0.0909516572271631,0.1727013953488372,,,,,,,,,,,,,,,,,,
2023-08-13,,,,,,3718263,,,,,,,,-63699.0,560260.0,-0.0168428450629594,0.1774095844747456,,,,,,,,,,,,,,,,,,
2023-08-14,,,,,,3713104,,,,,,,,-5159.0,460183.0,-0.001387475818682,0.1414676224845301,,,,,,,,,,,,,,,,,,
2023-08-15,,,,,,3740719,,,,,,,,27615.0,118484.0,0.0074371738577749,0.0327101913597545,,,,,,,,,,,,,,,,,,
2023-08-16,,,,,,3876210,,,,,,,,135491.0,-239094.0,0.0362205768463228,-0.0580987455604737,,,,,,,,,,,,,,,,,,
2023-08-17,,,,,,4535202,,,,,,,,658992.0,345776.0,0.1700093648176956,0.0825354117724004,,,,,,,,,,,,,,,,,,
2023-08-18,,,,,,4633720,,,,,,,,98518.0,473367.0,0.0217229574338695,0.1137804892998262,,,,,,,,,,,,,,,,,,
2023-08-19,,,,,,5122197,,,,,,,,488477.0,1340235.0,0.1054178931830149,0.3543755860053592,,,,,,,,,,,,,,,,,,
2023-08-20,,,,,,5291474,,,,,,,,169277.0,1573211.0,0.0330477332285346,0.4231037449475736,,,,,,,,,,,,,,,,,,
2023-08-21,,,,,,5160640,,,,,,,,-130834.0,1447536.0,-0.0247254356725554,0.3898452615385941,,,,,,,,,,,,,,,,,,
2023-08-22,,,,,,7811915,,,,,,,,2651275.0,4071196.0,0.5137492636572207,1.0883458500892471,,,,,,,,,,,,,,,,,,
2023-08-23,,,,,,8366660,,,,,,,,554745.0,4490450.0,0.0710126774292858,1.1584640667043322,,,,,,,,,,,,,,,,,,
2023-08-24,,,,,,8798754,,,,,,,,432094.0,4263552.0,0.0516447423464081,0.9401018962330674,,,,,,,,,,,,,,,,,,
2023-08-25,,,,,,8884351,,,,,,,,85597.0,4250631.0,0.0097283092583335,0.9173258202912562,,,,,,,,,,,,,,,,,,
2023-08-26,,,,,,8977209,,,,,,,,92858.0,3855012.0,0.0104518608055894,0.7526090855154537,,,,,,,,,,,,,,,,,,
2023-08-27,,,,,,9194699,,,,,,,,217490.0,3903225.0,0.0242269061575819,0.7376441800526659,,,,,,,,,,,,,,,,,,
2023-08-28,,,,,,9253999,,,,,,,,59300.0,4093359.0,0.0064493682718704,0.793188247969244,,,,,,,,,,,,,,,,,,
2023-08-29,,,,,,9263652,,,,,,,,9653.0,1451737.0,0.001043116602887,0.1858362514185061,,,,,,,,,,,,,,,,,,
2023-08-30,,,,,,8604902,,,,,,,,-658750.0,238242.0,-0.0711112636787305,0.0284751621316032,,,,,,,,,,,,,,,,,,
2023-08-31,,,,,,8282637,,,,,,,,-322265.0,-516117.0,-0.0374513271621222,-0.0586579645254317,,,,,,,,,,,,,,,,,,
2023-09-01,,,,,,8393922,,,,,,,,111285.0,-490429.0,0.0134359383370297,-0.0552014435269385,,,,,,,,,,,,,,,,,,
2023-09-02,,,,,,8441250,,,,,,,,47328.0,-535959.0,0.0056383654744469,-0.0597021858352635,,,,,,,,,,,,,,,,,,
2023-09-03,,,,,,8995532,,,,,,,,554282.0,-199167.0,0.0656634977047239,-0.0216610679697073,,,,,,,,,,,,,,,,,,
2023-09-04,,,,,,9819430,,,,,,,,823898.0,565431.0,0.0915896914156939,0.0611012601146812,,,,,,,,,,,,,,,,,,
2023-09-05,,,,,,10289266,,,,,,,,469836.0,1025614.0,0.0478475838210568,0.1107137876077382,,,,,,,,,,,,,,,,,,
2023-09-06,,,,,,10031033,,,,,,,,-258233.0,1426131.0,-0.0250973198671314,0.1657347172576748,,,,,,,,,,,,,,,,,,
2023-09-07,,,,,,10568812,,,,,,,,537779.0,2286175.0,0.0536115273471835,0.2760201853588415,,,,,,,,,,,,,,,,,,
2023-09-08,,,,,,10851289,,,,,,,,282477.0,2457367.0,0.02672741269312,0.2927555200060234,,,,,,,,,,,,,,,,,,
2023-09-09,,,,,,11014308,,,,,,,,163019.0,2573058.0,0.0150230078657014,0.3048195468680585,,,,,,,,,,,,,,,,,,
2023-09-10,,,,,,11200053,,,,,,,,185745.0,2204521.0,0.0168639736604423,0.245068440643644,,,,,,,,,,,,,,,,,,
2023-09-11,,,,,,11307735,,,,,,,,107682.0,1488305.0,0.0096144187889111,0.1515673516690887,,,,,,,,,,,,,,,,,,
2023-09-12,,,,,,11484199,,,,,,,,176464.0,1194933.0,0.0156056009448399,0.1161339399720058,,,,,,,,,,,,,,,,,,
2023-09-13,,,,,,11319763,,,,,,,,-164436.0,1288730.0,-0.0143184561674697,0.1284743056871611,,,,,,,,,,,,,,,,,,
2023-09-14,,,,,,12171111,,,,,,,,851348.0,1602299.0,0.0752089950999856,0.1516063489444226,,,,,,,,,,,,,,,,,,
2023-09-15,,,,,,12545355,,,,,,,,374244.0,1694066.0,0.0307485487561489,0.1561165682712901,,,,,,,,,,,,,,,,,,
2023-09-16,,,,,,12696042,,,,,,,,150687.0,1681734.0,0.0120113779163681,0.1526863058487197,,,,,,,,,,,,,,,,,,
2023-09-17,,,,,,12841197,,,,,,,,145155.0,1641144.0,0.0114330907222897,0.1465300208847226,,,,,,,,,,,,,,,,,,
2023-09-18,,,,,,12908283,,,,,,,,67086.0,1600548.0,0.005224279325362,0.1415445268216844,,,,,,,,,,,,,,,,,,
2023-09-19,,,,,,12780927,,,,,,,,-127356.0,1296728.0,-0.0098662231065123,0.1129141004958202,,,,,,,,,,,,,,,,,,
2023-09-20,,,,,,12630312,,,,,,,,-150615.0,1310549.0,-0.0117843564868181,0.1157753037762363,,,,,,,,,,,,,,,,,,
2023-09-21,,,,,,12099461,,,,,,,,-530851.0,-71650.0,-0.0420299197676193,-0.0058868906873004,,,,,,,,,,,,,,,,,,
2023-09-22,,,,,,12213787,,,,,,,,114326.0,-331568.0,0.0094488506554135,-0.0264295430460118,,,,,,,,,,,,,,,,,,
2023-09-23,,,,,,12106080,,,,,,,,-107707.0,-589962.0,-0.0088184770210909,-0.0464681827612101,,,,,,,,,,,,,,,,,,
2023-09-24,,,,,,12079665,,,,,,,,-26415.0,-761532.0,-0.0021819614606874,-0.0593038172375987,,,,,,,,,,,,,,,,,,
2023-09-25,,,,,,11902983,,,,,,,,-176682.0,-1005300.0,-0.0146263989936806,-0.0778802262082416,,,,,,,,,,,,,,,,,,
2023-09-26,,,,,,11846669,,,,,,,,-56314.0,-934258.0,-0.004731082956264,-0.0730978277240766,,,,,,,,,,,,,,,,,,
2023-09-27,,,,,,11917971,,,,,,,,71302.0,-712341.0,0.0060187382630509,-0.0563993193517309,,,,,,,,,,,,,,,,,,
2023-09-28,,,,,,11381443,,,,,,,,-536528.0,-718018.0,-0.0450184012026879,-0.059342974038265,,,,,,,,,,,,,,,,,,
2023-09-29,,,,,,11363484,,,,,,,,-17959.0,-850303.0,-0.0015779194255068,-0.0696182928357929,,,,,,,,,,,,,,,,,,
2023-09-30,,,,,,11447347,,,,,,,,83863.0,-658733.0,0.0073800429516159,-0.0544134021912956,,,,,,,,,,,,,,,,,,
2023-10-01,,,,,,11458224,,,,,,,,10877.0,-621441.0,0.0009501764906751,-0.0514452180586133,,,,,,,,,,,,,,,,,,
2023-10-02,,,,,,11346943,,,,,,,,-111281.0,-556040.0,-0.0097118890327156,-0.0467143404304618,,,,,,,,,,,,,,,,,,
2023-10-03,,,,,,11265922,,,,,,,,-81021.0,-580747.0,-0.0071403372696945,-0.0490219655837433,,,,,,,,,,,,,,,,,,
2023-10-04,,,,,,11322242,,,,,,,,56320.0,-595729.0,0.0049991469850403,-0.0499857735851178,,,,,,,,,,,,,,,,,,
2023-10-05,,,,,,11510648,,,,,,,,188406.0,129205.0,0.0166403438470932,0.0113522512039994,,,,,,,,,,,,,,,,,,
2023-10-06,,,,,,11378750,,,,,,,,-131898.0,15266.0,-0.0114587814691231,0.0013434260126559,,,,,,,,,,,,,,,,,,
2023-10-07,,,,,,11369661,,,,,,,,-9089.0,-77686.0,-0.0007987696363835,-0.0067863759174942,,,,,,,,,,,,,,,,,,
2023-10-08,,,,,,11311227,,,,,,,,-58434.0,-146997.0,-0.0051394672189434,-0.0128289515024317,,,,,,,,,,,,,,,,,,
2023-10-09,,,,,,11852956,,,,,,,,541729.0,506013.0,0.0478930358306839,0.0445946542606232,,,,,,,,,,,,,,,,,,
2023-10-10,,,,,,11842104,,,,,,,,-10852.0,576182.0,-0.0009155522048677,0.0511437945336386,,,,,,,,,,,,,,,,,,
2023-10-11,,,,,,12021577,,,,,,,,179473.0,699335.0,0.0151554993943643,0.0617664769928076,,,,,,,,,,,,,,,,,,
2023-10-12,,,,,,12296494,,,,,,,,274917.0,785846.0,0.0228686302970066,0.0682712215680645,,,,,,,,,,,,,,,,,,
2023-10-13,,,,,,12289293,,,,,,,,-7201.0,910543.0,-0.0005856140782892,0.0800213555970559,,,,,,,,,,,,,,,,,,
2023-10-14,,,,,,12551439,,,,,,,,262146.0,1181778.0,0.0213312515211412,0.1039413576183141,,,,,,,,,,,,,,,,,,
2023-10-15,,,,,,12646005,,,,,,,,94566.0,1334778.0,0.0075342755519904,0.1180047045294026,,,,,,,,,,,,,,,,,,
2023-10-16,,,,,,12777375,,,,,,,,131370.0,924419.0,0.0103882609567211,0.0779905873269082,,,,,,,,,,,,,,,,,,
2023-10-17,,,,,,12881665,,,,,,,,104290.0,1039561.0,0.0081620833700193,0.0877851604748616,,,,,,,,,,,,,,,,,,
2023-10-18,,,,,,13012408,,,,,,,,130743.0,990831.0,0.0101495420040809,0.0824210500835289,,,,,,,,,,,,,,,,,,
2023-10-19,,,,,,13418146,,,,,,,,405738.0,1121652.0,0.0311808544582985,0.0912172201279486,,,,,,,,,,,,,,,,,,
2023-10-20,,,,,,13851810,,,,,,,,433664.0,1562517.0,0.0323192190634979,0.1271445802455846,,,,,,,,,,,,,,,,,,
2023-10-21,,,,,,13883854,,,,,,,,32044.0,1332415.0,0.0023133438879106,0.1061563538650827,,,,,,,,,,,,,,,,,,
2023-10-22,,,,,,13946802,,,,,,,,62948.0,1300797.0,0.0045338995930093,0.1028622873389659,,,,,,,,,,,,,,,,,,
2023-10-23,,,,,,13974715,,,,,,,,27913.0,1197340.0,0.0020013907130824,0.0937078233987811,,,,,,,,,,,,,,,,,,
2023-10-24,,,,,,13991158,,,,,,,,16443.0,1109493.0,0.0011766250689191,0.0861296268766498,,,,,,,,,,,,,,,,,,
2023-10-25,,,,,,13806628,,,,,,,,-184530.0,794220.0,-0.0131890441091437,0.0610355900306844,,,,,,,,,,,,,,,,,,
2023-10-26,,,,,,13451172,,,,,,,,-355456.0,33026.0,-0.0257453159453561,0.002461293832993,,,,,,,,,,,,,,,,,,
2023-10-27,,,,,,13312688,,,,,,,,-138484.0,-539122.0,-0.0102953110702919,-0.0389206897871108,,,,,,,,,,,,,,,,,,
2023-10-28,,,,,,13385134,,,,,,,,72446.0,-498720.0,0.0054418762011096,-0.0359208617434323,,,,,,,,,,,,,,,,,,
2023-10-29,,,,,,13366241,,,,,,,,-18893.0,-580561.0,-0.0014114912857802,-0.0416268188219779,,,,,,,,,,,,,,,,,,
2023-10-30,,,,,,13296036,,,,,,,,-70205.0,-678679.0,-0.0052524116541068,-0.0485647828953935,,,,,,,,,,,,,,,,,,
2023-10-31,,,,,,13367045,,,,,,,,71009.0,-624113.0,0.0053406143003824,-0.0446076729317187,,,,,,,,,,,,,,,,,,
2023-11-01,,,,,,14168175,,,,,,,,801130.0,361547.0,0.0599332163541006,0.0261864808699126,,,,,,,,,,,,,,,,,,
2023-11-02,,,,,,14671462,,,,,,,,503287.0,1220290.0,0.0355223590900026,0.0907199759247745,,,,,,,,,,,,,,,,,,
2023-11-03,,,,,,14609385,,,,,,,,-62077.0,1296697.0,-0.004231139337034,0.0974030939506731,,,,,,,,,,,,,,,,,,
2023-11-04,,,,,,14882790,,,,,,,,273405.0,1497656.0,0.0187143401313607,0.1118895036837135,,,,,,,,,,,,,,,,,,
2023-11-05,,,,,,14876796,,,,,,,,-5994.0,1510555.0,-0.0004027470655704,0.1130127011775412,,,,,,,,,,,,,,,,,,
2023-11-06,,,,,,15138217,,,,,,,,261421.0,1842181.0,0.0175723993257688,0.1385511441154341,,,,,,,,,,,,,,,,,,
2023-11-07,,,,,,15366500,,,,,,,,228283.0,1999455.0,0.0150799133081525,0.1495809283203579,,,,,,,,,,,,,,,,,,
2023-11-08,,,,,,15532375,,,,,,,,165875.0,1364200.0,0.010794585624573,0.0962862189378659,,,,,,,,,,,,,,,,,,
2023-11-09,,,,,,15684681,,,,,,,,152306.0,1013219.0,0.0098057122622907,0.0690605339808669,,,,,,,,,,,,,,,,,,
2023-11-10,,,,,,15662718,,,,,,,,-21963.0,1053333.0,-0.0014002834995496,0.0720997495787809,,,,,,,,,,,,,,,,,,
2023-11-11,,,,,,15731015,,,,,,,,68297.0,848225.0,0.0043604820057412,0.0569936819642016,,,,,,,,,,,,,,,,,,
2023-11-12,,,,,,16425198,,,,,,,,694183.0,1548402.0,0.0441283032277319,0.1040816853306316,,,,,,,,,,,,,,,,,,
2023-11-13,,,,,,17325766,,,,,,,,900568.0,2187549.0,0.0548284410331005,0.1445050629146087,,,,,,,,,,,,,,,,,,
2023-11-14,,,,,,17731478,,,,,,,,405712.0,2364978.0,0.0234166847226264,0.1539047928936323,,,,,,,,,,,,,,,,,,
2023-11-15,,,,,,18511113,,,,,,,,779635.0,2978738.0,0.0439689799124471,0.1917760806058313,,,,,,,,,,,,,,,,,,
2023-11-16,,,,,,19313760,,,,,,,,802647.0,3629079.0,0.043360277688327,0.2313772910013281,,,,,,,,,,,,,,,,,,
2023-11-17,,,,,,19554560,,,,,,,,240800.0,3891842.0,0.0124677949814018,0.2484780738566576,,,,,,,,,,,,,,,,,,
2023-11-18,,,,,,19433670,,,,,,,,-120890.0,3702655.0,-0.006182189729659,0.2353729241247306,,,,,,,,,,,,,,,,,,
2023-11-19,,,,,,19193626,,,,,,,,-240044.0,2768428.0,-0.0123519643999305,0.1685476181169931,,,,,,,,,,,,,,,,,,
2023-11-20,,,,,,19140687,,,,,,,,-52939.0,1814921.0,-0.0027581552334092,0.1047527133865249,,,,,,,,,,,,,,,,,,
2023-11-21,,,,,,19690320,,,,,,,,549633.0,1958842.0,0.0287154269854577,0.1104725731267297,,,,,,,,,,,,,,,,,,
2023-11-22,,,,,,20271220,,,,,,,,580900.0,1760107.0,0.0295018059635394,0.0950838018221811,,,,,,,,,,,,,,,,,,
2023-11-23,,,,,,22071776,,,,,,,,1800556.0,2758016.0,0.0888232676671656,0.1428005732700417,,,,,,,,,,,,,,,,,,
2023-11-24,,,,,,22653474,,,,,,,,581698.0,3098914.0,0.0263548343368471,0.158475261013288,,,,,,,,,,,,,,,,,,
2023-11-25,,,,,,23295174,,,,,,,,641700.0,3861504.0,0.0283267811374097,0.1987017377572018,,,,,,,,,,,,,,,,,,
2023-11-26,,,,,,23608759,,,,,,,,313585.0,4415133.0,0.0134613718704139,0.2300312093191772,,,,,,,,,,,,,,,,,,
2023-11-27,,,,,,24704215,,,,,,,,1095456.0,5563528.0,0.0464004058832572,0.2906650111357027,,,,,,,,,,,,,,,,,,
2023-11-28,,,,,,25472677,,,,,,,,768462.0,5782357.0,0.031106513605067,0.2936649582129695,,,,,,,,,,,,,,,,,,
2023-11-29,,,,,,26815745,,,,,,,,1343068.0,6544525.0,0.0527258285416958,0.3228481068233684,,,,,,,,,,,,,,,,,,
2023-11-30,,,,,,28201349,,,,,,,,1385604.0,6129573.0,0.0516712849111595,0.2777109100781014,,,,,,,,,,,,,,,,,,
2023-12-01,,,,,,29650772,,,,,,,,1449423.0,6997298.0,0.0513955201221048,0.3088841031622789,,,,,,,,,,,,,,,,,,
2023-12-02,,,,,,30314021,,,,,,,,663249.0,7018847.0,0.0223686924576533,0.3013004753688468,,,,,,,,,,,,,,,,,,
2023-12-03,,,,,,33095529,,,,,,,,2781508.0,9486770.0,0.0917564845653435,0.4018326418597437,,,,,,,,,,,,,,,,,,
2023-12-04,,,,,,34092704,,,,,,,,997175.0,9388489.0,0.0301302027835843,0.3800359169477758,,,,,,,,,,,,,,,,,,
2023-12-05,,,,,,36212982,,,,,,,,2120278.0,10740305.0,0.0621915469069276,0.4216402147289033,,,,,,,,,,,,,,,,,,
2023-12-06,,,,,,37075111,,,,,,,,862129.0,10259366.0,0.0238071805298993,0.3825873940850794,,,,,,,,,,,,,,,,,,
2023-12-07,,,,,,39146337,,,,,,,,2071226.0,10944988.0,0.0558656722565173,0.3881015762756596,,,,,,,,,,,,,,,,,,
2023-12-08,,,,,,39398380,,,,,,,,252043.0,9747608.0,0.006438482354045,0.32874719079827,,,,,,,,,,,,,,,,,,
2023-12-09,,,,,,41467847,,,,,,,,2069467.0,11153826.0,0.0525267028745852,0.3679428077192399,,,,,,,,,,,,,,,,,,
2023-12-10,,,,,,41184560,,,,,,,,-283287.0,8089031.0,-0.0068314856085969,0.2444146156418893,,,,,,,,,,,,,,,,,,
2023-12-11,,,,,,41371647,,,,,,,,187087.0,7278943.0,0.0045426489927293,0.2135044201832743,,,,,,,,,,,,,,,,,,
2023-12-12,,,,,,39916986,,,,,,,,-1454661.0,3704004.0,-0.035160819195813,0.1022838715684888,,,,,,,,,,,,,,,,,,
2023-12-13,,,,,,40409341,,,,,,,,492355.0,3334230.0,0.0123344733492654,0.0899317604200833,,,,,,,,,,,,,,,,,,
2023-12-14,,,,,,40529228,,,,,,,,119887.0,1382891.0,0.0029668140344085,0.0353261915667868,,,,,,,,,,,,,,,,,,
2023-12-15,,,,,,42317463,,,,,,,,1788235.0,2919083.0,0.0441221086175143,0.0740914474148428,,,,,,,,,,,,,,,,,,
2023-12-16,,,,,,42144824,,,,,,,,-172639.0,676977.0,-0.0040796160204594,0.0163253472021347,,,,,,,,,,,,,,,,,,
