date,hype_bought,usd_amount,avg_price,num_txns,cumulative_hype
2025-03-14,7294.620000000001,101715.00998000002,13.946897435897439,39,7294.620000000001
2025-03-15,40471.48000000004,584101.4973400005,14.443123893805332,339,47766.10000000004
2025-03-16,56794.339999999975,761325.7530599997,13.420882037533524,373,104560.44000000002
2025-03-17,59516.13000000001,805009.0929599999,13.491789351851843,432,164076.57000000004
2025-03-18,70090.07000000005,925541.3056899998,13.210050802139035,374,234166.64000000007
2025-03-19,17775.540000000008,252611.92892999994,14.230717948717942,78,251942.18000000008
