time,open,high,low,close,volume
2025-03-28 00:00:00+00:00,14.592,14.893,14.367,14.4,339909.24
2025-03-28 04:00:00+00:00,14.403,14.475,13.511,13.629,846986.2
2025-03-28 08:00:00+00:00,13.61,13.962,13.5,13.944,569882.36
2025-03-28 12:00:00+00:00,13.943,14.008,13.447,13.707,928904.84
2025-03-28 16:00:00+00:00,13.711,13.78,13.05,13.298,1460426.4
2025-03-28 20:00:00+00:00,13.3,13.439,13.012,13.389,542051.04
2025-03-29 00:00:00+00:00,13.391,13.591,13.028,13.14,594515.03
2025-03-29 04:00:00+00:00,13.131,13.195,12.544,12.724,1075468.5
2025-03-29 08:00:00+00:00,12.725,12.915,12.361,12.529,823528.27
2025-03-29 12:00:00+00:00,12.53,12.989,12.501,12.973,477518.4
2025-03-29 16:00:00+00:00,12.973,13.071,12.449,12.78,680374.64
2025-03-29 20:00:00+00:00,12.782,12.814,12.486,12.799,377243.08
2025-03-30 00:00:00+00:00,12.8,12.968,12.594,12.823,298938.37
2025-03-30 04:00:00+00:00,12.815,12.998,12.524,12.54,175738.73
2025-03-30 08:00:00+00:00,12.538,12.673,12.239,12.597,381444.7
2025-03-30 12:00:00+00:00,12.597,12.709,12.348,12.524,446640.61
2025-03-30 16:00:00+00:00,12.517,12.768,12.3,12.569,437944.97
2025-03-30 20:00:00+00:00,12.569,12.606,12.201,12.477,512895.73
2025-03-31 00:00:00+00:00,12.484,12.623,12.2,12.36,557240.06
2025-03-31 04:00:00+00:00,12.354,12.641,12.27,12.484,277045.32
2025-03-31 08:00:00+00:00,12.481,12.943,12.45,12.75,579903.37
2025-03-31 12:00:00+00:00,12.751,13.359,12.408,13.1,1117155.75
2025-03-31 16:00:00+00:00,13.101,13.725,13.076,13.088,944748.76
2025-03-31 20:00:00+00:00,13.09,13.208,12.928,12.987,362490.39
2025-04-01 00:00:00+00:00,12.989,13.641,12.934,13.562,388271.37
2025-04-01 04:00:00+00:00,13.564,13.78,13.337,13.469,411702.2
2025-04-01 08:00:00+00:00,13.469,14.003,13.392,13.49,752595.31
2025-04-01 12:00:00+00:00,13.49,13.975,13.093,13.807,763414.57
2025-04-01 16:00:00+00:00,13.804,13.893,13.048,13.246,738712.22
2025-04-01 20:00:00+00:00,13.248,13.479,13.093,13.324,395590.0
2025-04-02 00:00:00+00:00,13.323,13.37,13.023,13.174,288395.34
2025-04-02 04:00:00+00:00,13.172,13.287,12.929,13.187,393126.91
2025-04-02 08:00:00+00:00,13.186,13.758,13.141,13.691,466944.85
2025-04-02 12:00:00+00:00,13.699,14.439,13.182,14.238,1344064.25
2025-04-02 16:00:00+00:00,14.24,14.282,13.504,13.752,813971.31
2025-04-02 20:00:00+00:00,13.746,14.234,11.682,11.769,4313854.29
2025-04-03 00:00:00+00:00,11.759,12.609,11.653,12.399,1430998.78
2025-04-03 04:00:00+00:00,12.4,12.617,11.75,11.938,928432.03
2025-04-03 08:00:00+00:00,11.94,12.044,11.17,11.266,1718945.96
2025-04-03 12:00:00+00:00,11.257,11.504,11.01,11.482,2517007.49
2025-04-03 16:00:00+00:00,11.482,11.606,11.223,11.5,1009014.63
2025-04-03 20:00:00+00:00,11.502,11.869,11.4,11.697,798417.44
2025-04-04 00:00:00+00:00,11.699,11.976,11.605,11.773,622869.77
2025-04-04 04:00:00+00:00,11.772,11.871,11.447,11.827,665623.31
2025-04-04 08:00:00+00:00,11.83,12.064,11.061,11.314,1347764.15
2025-04-04 12:00:00+00:00,11.314,11.857,11.01,11.451,2322110.41
2025-04-04 16:00:00+00:00,11.451,12.159,11.41,12.118,1782330.42
2025-04-04 20:00:00+00:00,12.123,12.367,11.833,11.867,1088030.55
2025-04-05 00:00:00+00:00,11.869,12.197,11.801,11.833,465818.86
2025-04-05 04:00:00+00:00,11.836,12.072,11.74,11.825,290057.77
2025-04-05 08:00:00+00:00,11.825,12.109,11.747,11.927,359739.69
2025-04-05 12:00:00+00:00,11.927,11.98,11.403,11.52,736359.4
2025-04-05 16:00:00+00:00,11.513,11.826,11.484,11.749,321615.58
2025-04-05 20:00:00+00:00,11.749,12.03,11.706,12.029,305701.68
2025-04-06 00:00:00+00:00,12.03,12.081,11.676,11.689,317006.78
2025-04-06 04:00:00+00:00,11.696,11.8,11.553,11.579,170624.46
2025-04-06 08:00:00+00:00,11.579,11.607,11.33,11.432,392482.63
2025-04-06 12:00:00+00:00,11.433,11.54,11.06,11.423,761197.96
2025-04-06 16:00:00+00:00,11.423,11.429,10.23,10.622,2921638.66
2025-04-06 20:00:00+00:00,10.623,10.755,10.011,10.254,2739777.16
2025-04-07 00:00:00+00:00,10.253,10.903,9.7246,10.363,3107244.19
2025-04-07 04:00:00+00:00,10.355,10.412,9.3067,9.9329,2875396.46
2025-04-07 08:00:00+00:00,9.933,10.409,9.883,10.284,1138293.82
2025-04-07 12:00:00+00:00,10.284,11.564,10.144,11.081,4404103.68
2025-04-07 16:00:00+00:00,11.074,11.608,10.572,11.377,2525348.63
2025-04-07 20:00:00+00:00,11.377,11.925,11.374,11.489,1326281.13
2025-04-08 00:00:00+00:00,11.488,12.617,11.412,12.392,1607021.92
2025-04-08 04:00:00+00:00,12.39,12.584,11.805,12.003,1018834.79
2025-04-08 08:00:00+00:00,12.003,12.278,11.8,12.223,666814.8
2025-04-08 12:00:00+00:00,12.22,12.325,11.51,11.581,1319383.37
2025-04-08 16:00:00+00:00,11.58,11.586,10.702,11.257,2785893.5
2025-04-08 20:00:00+00:00,11.257,11.435,10.948,11.216,893667.11
2025-04-09 00:00:00+00:00,11.218,12.306,11.08,11.629,2964860.55
2025-04-09 04:00:00+00:00,11.629,12.498,11.568,12.425,1500472.16
2025-04-09 08:00:00+00:00,12.428,12.834,11.955,12.128,1413060.8
2025-04-09 12:00:00+00:00,12.129,13.031,11.925,12.912,2633295.41
2025-04-09 16:00:00+00:00,12.919,14.46,12.651,13.868,4631892.06
2025-04-09 20:00:00+00:00,13.87,14.233,13.468,13.577,1630974.7
2025-04-10 00:00:00+00:00,13.57,13.907,13.261,13.368,1070905.98
2025-04-10 04:00:00+00:00,13.371,13.831,13.241,13.817,701207.75
2025-04-10 08:00:00+00:00,13.817,14.431,13.688,14.135,1145483.01
2025-04-10 12:00:00+00:00,14.129,14.487,13.291,13.349,2000347.31
2025-04-10 16:00:00+00:00,13.347,14.177,13.108,14.029,1355995.67
2025-04-10 20:00:00+00:00,14.024,14.448,13.97,14.172,794281.41
2025-04-11 00:00:00+00:00,14.173,15.0,13.776,14.934,1419480.46
2025-04-11 04:00:00+00:00,14.937,15.515,14.846,15.347,1035037.35
2025-04-11 08:00:00+00:00,15.35,15.456,14.85,14.867,1117115.98
2025-04-11 12:00:00+00:00,14.866,15.337,14.783,15.039,1126202.28
2025-04-11 16:00:00+00:00,15.037,15.79,14.99,15.736,1359565.51
2025-04-11 20:00:00+00:00,15.735,15.989,15.5,15.694,920392.11
2025-04-12 00:00:00+00:00,15.682,15.682,15.164,15.316,624793.75
2025-04-12 04:00:00+00:00,15.316,15.902,15.136,15.806,452442.38
2025-04-12 08:00:00+00:00,15.806,15.95,15.483,15.518,332592.69
2025-04-12 12:00:00+00:00,15.518,16.3,15.31,15.938,1699628.61
2025-04-12 16:00:00+00:00,15.933,16.489,15.799,16.483,943499.41
2025-04-12 20:00:00+00:00,16.481,16.8,16.211,16.332,946982.66
2025-04-13 00:00:00+00:00,16.331,16.82,16.08,16.225,596133.99
2025-04-13 04:00:00+00:00,16.227,16.46,15.939,16.003,564379.58
2025-04-13 08:00:00+00:00,16.002,16.417,15.9,16.415,670160.82
2025-04-13 12:00:00+00:00,16.415,16.431,15.288,15.499,1085083.39
2025-04-13 16:00:00+00:00,15.503,16.29,15.475,15.551,989283.71
2025-04-13 20:00:00+00:00,15.554,15.703,15.0,15.407,1284505.46
2025-04-14 00:00:00+00:00,15.409,16.142,15.309,15.544,1283664.52
2025-04-14 04:00:00+00:00,15.544,16.078,15.527,15.943,585615.75
2025-04-14 08:00:00+00:00,15.943,15.983,15.51,15.915,505770.61
2025-04-14 12:00:00+00:00,15.916,16.308,15.541,15.61,1102394.53
2025-04-14 16:00:00+00:00,15.607,15.985,15.371,15.685,901857.51
2025-04-14 20:00:00+00:00,15.69,15.878,15.428,15.719,615787.67
2025-04-15 00:00:00+00:00,15.715,16.386,15.577,16.299,572975.57
2025-04-15 04:00:00+00:00,16.299,16.394,16.038,16.385,336017.26
2025-04-15 08:00:00+00:00,16.385,16.611,15.908,16.063,628894.18
2025-04-15 12:00:00+00:00,16.066,16.454,15.507,15.702,1484059.22
2025-04-15 16:00:00+00:00,15.704,15.778,15.15,15.181,822456.44
2025-04-15 20:00:00+00:00,15.181,15.402,15.01,15.043,671579.67
2025-04-16 00:00:00+00:00,15.039,15.317,14.919,15.272,536651.56
2025-04-16 04:00:00+00:00,15.273,15.308,14.8,14.829,647253.37
2025-04-16 08:00:00+00:00,14.829,15.308,14.659,15.263,643877.14
2025-04-16 12:00:00+00:00,15.264,16.122,15.118,15.853,1191547.46
2025-04-16 16:00:00+00:00,15.856,16.02,15.234,15.745,1236219.38
2025-04-16 20:00:00+00:00,15.744,16.263,15.71,15.759,952771.37
2025-04-17 00:00:00+00:00,15.76,16.178,15.492,15.624,754884.73
2025-04-17 04:00:00+00:00,15.623,16.54,15.568,16.441,845203.16
2025-04-17 08:00:00+00:00,16.446,16.734,16.272,16.591,501914.22
2025-04-17 12:00:00+00:00,16.589,16.758,15.92,16.504,1238389.6
2025-04-17 16:00:00+00:00,16.504,16.95,16.305,16.534,1347718.44
2025-04-17 20:00:00+00:00,16.532,17.2,16.531,17.145,1699191.29
2025-04-18 00:00:00+00:00,17.145,17.44,16.818,17.127,1121263.87
2025-04-18 04:00:00+00:00,17.128,17.15,16.69,16.965,629211.46
2025-04-18 08:00:00+00:00,16.966,17.063,16.435,16.608,484929.88
2025-04-18 12:00:00+00:00,16.609,16.834,16.422,16.433,488583.6
2025-04-18 16:00:00+00:00,16.438,16.978,16.328,16.796,645413.13
2025-04-18 20:00:00+00:00,16.796,17.193,16.705,17.064,429265.94
2025-04-19 00:00:00+00:00,17.064,17.477,16.661,17.477,669287.31
2025-04-19 04:00:00+00:00,17.477,18.277,17.437,18.189,1170549.87
2025-04-19 08:00:00+00:00,18.19,18.233,17.88,17.961,575535.22
2025-04-19 12:00:00+00:00,17.963,18.184,17.736,18.022,509364.93
2025-04-19 16:00:00+00:00,18.022,18.137,17.541,17.789,613560.37
2025-04-19 20:00:00+00:00,17.79,18.076,17.673,18.07,215776.96
2025-04-20 00:00:00+00:00,18.07,18.472,17.982,18.463,480484.77
2025-04-20 04:00:00+00:00,18.467,18.488,17.663,17.735,615340.51
2025-04-20 08:00:00+00:00,17.624,17.764,17.439,17.529,235211.22
2025-04-20 12:00:00+00:00,17.517,17.815,17.127,17.294,490932.52
2025-04-20 16:00:00+00:00,17.294,17.7,17.25,17.664,388002.73
2025-04-20 20:00:00+00:00,17.664,17.823,17.222,17.575,615908.43
2025-04-21 00:00:00+00:00,17.58,18.42,17.58,17.899,1135495.33
2025-04-21 04:00:00+00:00,17.898,18.381,17.8,18.295,605320.71
2025-04-21 08:00:00+00:00,18.297,18.459,17.812,17.9,485104.41
2025-04-21 12:00:00+00:00,17.898,18.306,17.706,18.06,791354.72
2025-04-21 16:00:00+00:00,18.06,18.082,17.174,17.831,1279768.37
2025-04-21 20:00:00+00:00,17.828,18.218,17.767,18.194,622505.94
2025-04-22 00:00:00+00:00,18.192,18.681,17.817,18.577,839758.04
2025-04-22 04:00:00+00:00,18.577,18.691,18.092,18.268,555577.32
2025-04-22 08:00:00+00:00,18.268,18.483,18.097,18.477,481943.71
2025-04-22 12:00:00+00:00,18.479,18.899,18.371,18.555,1195546.95
2025-04-22 16:00:00+00:00,18.559,18.828,18.369,18.82,669207.62
2025-04-22 20:00:00+00:00,18.82,19.231,18.58,19.169,1042113.72
2025-04-23 00:00:00+00:00,19.169,19.214,18.608,19.087,945753.47
2025-04-23 04:00:00+00:00,19.087,19.231,18.727,18.944,851169.53
2025-04-23 08:00:00+00:00,18.947,19.112,18.741,18.829,531692.39
2025-04-23 12:00:00+00:00,18.82,19.075,18.11,18.483,1431243.42
2025-04-23 16:00:00+00:00,18.484,18.774,18.054,18.379,1132044.44
2025-04-23 20:00:00+00:00,18.384,18.657,18.181,18.457,448089.28
2025-04-24 00:00:00+00:00,18.455,18.597,18.025,18.026,572623.75
2025-04-24 04:00:00+00:00,18.029,18.288,17.918,17.938,423329.15
2025-04-24 08:00:00+00:00,17.938,18.2,17.71,17.834,526791.65
2025-04-24 12:00:00+00:00,17.835,18.288,17.733,18.21,658142.35
2025-04-24 16:00:00+00:00,18.212,19.026,17.85,18.892,1067602.43
2025-04-24 20:00:00+00:00,18.897,18.974,18.445,18.761,575924.08
2025-04-25 00:00:00+00:00,18.756,19.059,18.473,18.652,554753.24
2025-04-25 04:00:00+00:00,18.652,18.842,18.543,18.82,419578.28
2025-04-25 08:00:00+00:00,18.825,19.121,18.769,19.041,779520.11
2025-04-25 12:00:00+00:00,19.041,19.199,18.485,18.53,1019033.06
2025-04-25 16:00:00+00:00,18.529,18.617,18.18,18.301,743888.52
2025-04-25 20:00:00+00:00,18.301,18.426,18.155,18.392,263059.72
2025-04-26 00:00:00+00:00,18.392,18.44,18.01,18.381,431066.26
2025-04-26 04:00:00+00:00,18.383,18.401,17.931,18.1,484768.33
2025-04-26 08:00:00+00:00,18.086,18.34,17.618,17.676,585282.11
2025-04-26 12:00:00+00:00,17.675,17.867,17.493,17.781,466016.95
2025-04-26 16:00:00+00:00,17.781,17.945,17.671,17.865,282618.74
2025-04-26 20:00:00+00:00,17.865,18.198,17.747,17.908,378188.92
2025-04-27 00:00:00+00:00,17.908,18.258,17.623,17.695,749074.27
2025-04-27 04:00:00+00:00,17.695,17.82,17.342,17.526,447347.79
2025-04-27 08:00:00+00:00,17.523,17.65,17.476,17.596,125941.05
2025-04-27 12:00:00+00:00,17.596,18.02,17.442,17.975,443382.51
2025-04-27 16:00:00+00:00,17.975,17.996,17.653,17.69,405785.51
2025-04-27 20:00:00+00:00,17.69,17.758,17.35,17.393,304925.74
2025-04-28 00:00:00+00:00,17.393,17.71,16.906,17.578,787396.3
2025-04-28 04:00:00+00:00,17.58,18.392,17.578,18.266,614524.09
2025-04-28 08:00:00+00:00,18.264,18.578,18.235,18.267,588839.17
2025-04-28 12:00:00+00:00,18.263,18.365,17.122,17.486,1153860.92
2025-04-28 16:00:00+00:00,17.493,17.817,17.241,17.699,710796.12
2025-04-28 20:00:00+00:00,17.706,18.761,17.529,18.677,1403530.71
2025-04-29 00:00:00+00:00,18.674,19.0,18.308,18.641,1396219.12
2025-04-29 04:00:00+00:00,18.647,18.994,18.282,18.909,571231.53
2025-04-29 08:00:00+00:00,18.91,18.979,18.723,18.829,522444.42
2025-04-29 12:00:00+00:00,18.826,18.945,18.565,18.862,557888.88
2025-04-29 16:00:00+00:00,18.871,19.06,18.661,19.047,521426.44
2025-04-29 20:00:00+00:00,19.047,19.125,18.172,18.608,1099260.66
2025-04-30 00:00:00+00:00,18.601,18.649,18.257,18.559,411586.06
2025-04-30 04:00:00+00:00,18.559,18.571,18.253,18.404,254024.54
2025-04-30 08:00:00+00:00,18.403,18.769,18.355,18.766,344886.16
2025-04-30 12:00:00+00:00,18.759,18.79,17.646,18.341,1276463.32
2025-04-30 16:00:00+00:00,18.341,18.889,18.141,18.767,1096887.46
2025-04-30 20:00:00+00:00,18.77,20.118,18.721,19.996,1655982.21
2025-05-01 00:00:00+00:00,19.99,20.278,19.258,19.38,1813633.0
2025-05-01 04:00:00+00:00,19.369,20.001,19.271,19.905,937274.87
2025-05-01 08:00:00+00:00,19.92,20.071,19.804,20.029,460912.19
2025-05-01 12:00:00+00:00,20.028,21.152,19.995,20.269,2155523.17
2025-05-01 16:00:00+00:00,20.27,20.45,19.967,20.253,984360.19
2025-05-01 20:00:00+00:00,20.267,20.385,19.77,19.931,699797.45
2025-05-02 00:00:00+00:00,19.931,20.625,19.893,20.58,654997.18
2025-05-02 04:00:00+00:00,20.582,20.709,20.012,20.206,609937.99
2025-05-02 08:00:00+00:00,20.206,20.533,20.137,20.174,449348.36
2025-05-02 12:00:00+00:00,20.18,21.19,20.167,21.167,943025.84
2025-05-02 16:00:00+00:00,21.166,21.428,20.783,20.933,926853.43
2025-05-02 20:00:00+00:00,20.949,21.127,20.721,20.803,561273.35
2025-05-03 00:00:00+00:00,20.81,20.904,20.535,20.742,334401.09
2025-05-03 04:00:00+00:00,20.744,20.812,20.528,20.581,200313.02
2025-05-03 08:00:00+00:00,20.574,20.69,20.17,20.322,443486.69
2025-05-03 12:00:00+00:00,20.323,20.9,20.319,20.661,465294.7
2025-05-03 16:00:00+00:00,20.661,21.486,20.043,21.25,1098066.13
2025-05-03 20:00:00+00:00,21.25,21.404,20.9,20.952,518790.9
2025-05-04 00:00:00+00:00,20.95,21.224,20.473,20.594,558058.35
2025-05-04 04:00:00+00:00,20.597,20.921,20.521,20.568,405029.88
2025-05-04 08:00:00+00:00,20.568,20.877,20.379,20.866,351308.47
2025-05-04 12:00:00+00:00,20.866,20.979,20.683,20.708,343661.55
2025-05-04 16:00:00+00:00,20.707,20.807,20.256,20.275,425024.68
2025-05-04 20:00:00+00:00,20.268,20.55,19.761,19.898,716133.31
2025-05-05 00:00:00+00:00,19.898,20.396,19.787,20.382,662443.45
2025-05-05 04:00:00+00:00,20.383,20.725,20.264,20.668,338073.54
2025-05-05 08:00:00+00:00,20.667,20.689,19.924,20.018,520874.44
2025-05-05 12:00:00+00:00,20.023,20.222,19.708,20.012,693631.09
2025-05-05 16:00:00+00:00,20.013,20.4,19.936,20.213,457615.6
2025-05-05 20:00:00+00:00,20.214,20.434,19.876,20.276,578552.69
2025-05-06 00:00:00+00:00,20.276,20.543,19.963,20.223,394752.01
2025-05-06 04:00:00+00:00,20.223,20.332,20.061,20.126,232445.38
2025-05-06 08:00:00+00:00,20.127,20.159,19.539,19.644,577655.04
2025-05-06 12:00:00+00:00,19.646,20.588,19.387,20.518,1360049.19
2025-05-06 16:00:00+00:00,20.518,20.788,20.217,20.641,823396.44
2025-05-06 20:00:00+00:00,20.641,21.104,20.102,20.955,942653.34
2025-05-07 00:00:00+00:00,20.955,21.299,20.701,20.751,583981.95
2025-05-07 04:00:00+00:00,20.751,21.237,20.697,21.196,353128.2
2025-05-07 08:00:00+00:00,21.192,21.416,21.101,21.375,523675.44
2025-05-07 12:00:00+00:00,21.373,21.417,21.042,21.089,578980.77
2025-05-07 16:00:00+00:00,21.08,21.226,20.778,20.828,774978.2
2025-05-07 20:00:00+00:00,20.825,21.242,20.763,21.046,329808.95
2025-05-08 00:00:00+00:00,21.049,21.462,20.843,21.462,525950.3
2025-05-08 04:00:00+00:00,21.462,21.9,21.151,21.773,980977.79
2025-05-08 08:00:00+00:00,21.777,21.999,21.522,21.552,698000.86
2025-05-08 12:00:00+00:00,21.552,21.984,21.363,21.87,1084299.3
2025-05-08 16:00:00+00:00,21.879,22.0,21.663,21.941,1159701.39
2025-05-08 20:00:00+00:00,21.944,23.5,21.93,23.299,2361777.22
2025-05-09 00:00:00+00:00,23.297,23.969,22.925,23.532,901111.53
2025-05-09 04:00:00+00:00,23.539,25.143,23.483,24.758,1380714.91
2025-05-09 08:00:00+00:00,24.758,25.72,24.314,24.822,1495723.13
2025-05-09 12:00:00+00:00,24.826,25.459,24.244,24.82,1595157.1
2025-05-09 16:00:00+00:00,24.821,25.168,24.392,25.164,742839.22
2025-05-09 20:00:00+00:00,25.16,25.266,24.581,24.688,847475.29
2025-05-10 00:00:00+00:00,24.693,25.0,24.45,24.488,597761.75
2025-05-10 04:00:00+00:00,24.486,25.376,24.294,25.323,598376.5
2025-05-10 08:00:00+00:00,25.324,25.707,24.98,25.219,568705.57
2025-05-10 12:00:00+00:00,25.215,25.627,24.867,24.923,640705.84
2025-05-10 16:00:00+00:00,24.925,25.467,24.841,25.292,445346.74
2025-05-10 20:00:00+00:00,25.292,26.261,25.182,26.222,636551.99
2025-05-11 00:00:00+00:00,26.221,26.493,25.214,25.262,1089586.11
2025-05-11 04:00:00+00:00,25.261,25.557,23.738,23.952,1414110.44
2025-05-11 08:00:00+00:00,23.954,24.948,23.91,24.869,574491.88
2025-05-11 12:00:00+00:00,24.879,25.015,23.811,23.951,958174.71
2025-05-11 16:00:00+00:00,23.97,25.168,23.851,24.457,891140.09
2025-05-11 20:00:00+00:00,24.457,25.259,24.449,24.885,407806.86
2025-05-12 00:00:00+00:00,24.885,25.219,24.241,24.662,772993.48
2025-05-12 04:00:00+00:00,24.666,25.68,24.497,24.867,834067.56
2025-05-12 08:00:00+00:00,24.867,25.53,24.61,24.682,903046.33
2025-05-12 12:00:00+00:00,24.682,25.398,24.467,24.489,943361.98
2025-05-12 16:00:00+00:00,24.495,24.764,23.257,24.288,1324830.73
2025-05-12 20:00:00+00:00,24.269,25.064,24.123,24.821,629471.1
2025-05-13 00:00:00+00:00,24.824,24.828,23.418,23.57,833003.3
2025-05-13 04:00:00+00:00,23.566,24.661,23.49,24.636,556423.5
2025-05-13 08:00:00+00:00,24.637,25.223,24.62,25.025,930359.48
2025-05-13 12:00:00+00:00,25.024,25.599,24.72,25.239,801266.1
2025-05-13 16:00:00+00:00,25.241,26.416,25.134,26.262,954063.41
2025-05-13 20:00:00+00:00,26.249,26.339,25.71,25.8,555237.42
2025-05-14 00:00:00+00:00,25.788,25.971,25.336,25.612,543701.91
2025-05-14 04:00:00+00:00,25.605,26.179,25.449,25.836,395392.82
2025-05-14 08:00:00+00:00,25.835,25.959,25.132,25.5,715446.54
2025-05-14 12:00:00+00:00,25.501,25.758,25.114,25.623,734563.95
2025-05-14 16:00:00+00:00,25.623,25.68,24.594,25.075,819157.92
2025-05-14 20:00:00+00:00,25.081,25.24,24.853,25.191,341431.52
2025-05-15 00:00:00+00:00,25.2,25.551,24.8,24.824,757195.1
2025-05-15 04:00:00+00:00,24.828,25.03,24.284,24.307,445350.62
2025-05-15 08:00:00+00:00,24.307,24.988,24.274,24.842,706835.0
2025-05-15 12:00:00+00:00,24.843,25.334,24.396,25.302,708687.99
2025-05-15 16:00:00+00:00,25.311,26.0,25.12,25.54,751582.63
2025-05-15 20:00:00+00:00,25.542,26.166,25.358,26.098,582181.64
2025-05-16 00:00:00+00:00,26.1,27.224,25.757,26.942,1215943.68
2025-05-16 04:00:00+00:00,26.943,26.965,26.424,26.698,433686.36
2025-05-16 08:00:00+00:00,26.706,27.033,26.256,26.817,660214.34
2025-05-16 12:00:00+00:00,26.818,27.79,26.539,27.758,1169588.33
2025-05-16 16:00:00+00:00,27.775,28.177,27.439,27.811,1234483.43
2025-05-16 20:00:00+00:00,27.809,27.865,26.728,26.8,714607.89
2025-05-17 00:00:00+00:00,26.799,27.418,26.276,27.397,933780.95
2025-05-17 04:00:00+00:00,27.404,27.673,26.642,26.65,493503.25
2025-05-17 08:00:00+00:00,26.651,27.525,26.5,27.256,565804.73
2025-05-17 12:00:00+00:00,27.248,27.277,26.2,26.352,664574.63
2025-05-17 16:00:00+00:00,26.353,26.5,25.77,25.789,690503.53
2025-05-17 20:00:00+00:00,25.788,26.013,25.572,25.84,812660.74
2025-05-18 00:00:00+00:00,25.841,26.502,25.824,26.345,342558.14
2025-05-18 04:00:00+00:00,26.345,27.153,26.233,26.94,491938.24
2025-05-18 08:00:00+00:00,26.94,27.11,26.555,26.881,534442.98
2025-05-18 12:00:00+00:00,26.882,27.322,26.692,27.026,521920.25
2025-05-18 16:00:00+00:00,27.024,27.106,25.961,26.081,970566.14
2025-05-18 20:00:00+00:00,26.091,27.187,25.827,27.055,858685.85
2025-05-19 00:00:00+00:00,27.054,27.235,25.838,25.86,889084.58
2025-05-19 04:00:00+00:00,25.858,26.199,25.184,26.041,996903.5
2025-05-19 08:00:00+00:00,26.046,26.225,25.214,25.419,676591.38
2025-05-19 12:00:00+00:00,25.419,26.173,24.998,25.784,1114678.77
2025-05-19 16:00:00+00:00,25.767,26.524,25.6,26.516,730732.87
2025-05-19 20:00:00+00:00,26.517,26.804,26.183,26.523,476849.11
2025-05-20 00:00:00+00:00,26.525,27.0,26.276,26.625,635419.2
2025-05-20 04:00:00+00:00,26.625,26.736,26.285,26.43,403997.17
2025-05-20 08:00:00+00:00,26.43,26.723,26.07,26.079,410809.82
2025-05-20 12:00:00+00:00,26.083,26.134,25.55,26.048,609901.0
2025-05-20 16:00:00+00:00,26.049,26.221,25.484,25.965,838929.22
2025-05-20 20:00:00+00:00,25.965,26.512,25.757,26.505,624881.63
2025-05-21 00:00:00+00:00,26.51,26.537,26.076,26.479,506595.33
2025-05-21 04:00:00+00:00,26.477,26.807,26.177,26.268,893578.22
2025-05-21 08:00:00+00:00,26.268,26.727,26.245,26.635,497071.01
2025-05-21 12:00:00+00:00,26.635,27.7,26.313,27.694,1030769.08
2025-05-21 16:00:00+00:00,27.694,28.23,26.832,28.056,2147675.46
2025-05-21 20:00:00+00:00,28.066,28.3,27.482,28.268,976876.11
2025-05-22 00:00:00+00:00,28.275,30.818,28.15,30.533,2440995.3
2025-05-22 04:00:00+00:00,30.542,31.241,30.081,31.232,1369379.06
2025-05-22 08:00:00+00:00,31.235,31.821,30.652,30.929,1407259.54
2025-05-22 12:00:00+00:00,30.926,32.5,30.518,32.185,1591592.82
2025-05-22 16:00:00+00:00,32.181,34.0,32.088,32.614,2577928.82
2025-05-22 20:00:00+00:00,32.605,33.469,32.15,33.413,938625.52
2025-05-23 00:00:00+00:00,33.403,36.0,32.88,35.557,2034911.17
2025-05-23 04:00:00+00:00,35.557,35.618,34.308,34.848,1305047.34
2025-05-23 08:00:00+00:00,34.844,37.516,34.67,35.457,2244289.13
2025-05-23 12:00:00+00:00,35.457,36.731,33.95,35.065,2596139.78
2025-05-23 16:00:00+00:00,35.058,35.255,33.786,34.405,1418014.54
2025-05-23 20:00:00+00:00,34.412,34.5,32.345,33.04,1511715.35
2025-05-24 00:00:00+00:00,33.032,33.46,32.125,33.425,968263.64
2025-05-24 04:00:00+00:00,33.43,34.203,32.611,33.669,923448.99
2025-05-24 08:00:00+00:00,33.669,35.524,33.669,34.825,1180419.87
2025-05-24 12:00:00+00:00,34.821,35.093,33.98,34.923,826741.21
2025-05-24 16:00:00+00:00,34.917,35.637,34.26,35.289,975219.04
2025-05-24 20:00:00+00:00,35.283,36.4,34.66,34.795,1205480.88
2025-05-25 00:00:00+00:00,34.805,35.093,33.667,34.328,958494.37
2025-05-25 04:00:00+00:00,34.321,35.437,34.219,34.911,670643.08
2025-05-25 08:00:00+00:00,34.917,36.435,34.234,36.188,1387916.88
2025-05-25 12:00:00+00:00,36.201,38.742,36.155,37.775,1992619.87
2025-05-25 16:00:00+00:00,37.775,39.353,37.05,39.037,1216987.72
2025-05-25 20:00:00+00:00,39.026,39.309,37.7,39.094,1259418.98
2025-05-26 00:00:00+00:00,39.08,39.88,37.9,38.078,1569458.11
2025-05-26 04:00:00+00:00,38.076,39.525,38.029,39.068,1259858.54
2025-05-26 08:00:00+00:00,39.085,39.3,37.45,38.624,1188339.99
2025-05-26 12:00:00+00:00,38.631,38.642,37.061,37.969,1043527.8
2025-05-26 16:00:00+00:00,37.965,38.376,36.473,36.903,1248258.75
2025-05-26 20:00:00+00:00,36.905,38.003,36.66,37.057,704018.69
2025-05-27 00:00:00+00:00,37.059,37.333,35.944,36.884,1023563.97
2025-05-27 04:00:00+00:00,36.878,38.15,36.736,37.589,851548.83
2025-05-27 08:00:00+00:00,37.589,38.091,36.547,37.843,814709.48
2025-05-27 12:00:00+00:00,37.848,38.822,37.051,37.633,1471059.49
2025-05-27 16:00:00+00:00,37.622,38.55,37.02,37.121,915241.92
