date,fee_total,fee_perp,fee_ma7,buyback_usd,buyback_ma7,price,ret_7d
2026-02-14,759731.62,744334.92,1355512.11,747336.21,1299993.52,31.83,-6.54
2026-02-15,1008458.99,990232.79,1347828.0,977878.9,1284545.77,30.7,-5.47
2026-02-16,972778.94,955018.14,1247561.58,853035.8,1184310.18,31.2,-15.47
2026-02-17,1306893.0,1281617.6,1232290.91,1341596.32,1182307.97,29.5,-8.13
2026-02-18,1221629.05,1197492.46,1150815.34,1175345.66,1104770.11,28.69,-2.73
2026-02-19,1082534.5,1058391.02,1088598.28,1031950.35,1058413.19,29.01,-3.04
2026-02-20,1427449.16,1402939.63,1111353.61,1339275.29,1066631.22,30.35,-10.0
2026-02-21,107354.87,103975.39,1018156.93,491477.95,1030080.04,29.75,4.99
2026-02-22,944831.48,922983.56,1009067.29,506060.04,962677.34,29.02,8.75
2026-02-23,1765723.52,1721782.61,1122345.08,1728909.29,1087802.13,26.38,24.46
2026-02-24,1611156.65,1576887.7,1165811.32,1524885.95,1113986.36,27.1,15.48
2026-02-25,2132710.07,2090842.73,1295965.75,2068588.58,1241592.49,27.9,15.26
2026-02-26,1502104.87,1473459.22,1355904.37,1384956.11,1292021.89,28.13,8.54
2026-02-27,1351615.85,1321840.66,1345071.04,1241030.22,1277986.88,27.31,13.62
2026-02-28,1953945.47,1915432.61,1608869.7,1816154.84,1467226.43,31.23,-3.0
2026-03-01,1525781.79,1493632.55,1691862.6,1523583.7,1612586.96,31.56,-2.67
2026-03-02,2085138.94,2038865.79,1737493.38,1947703.99,1643843.34,32.83,5.64
2026-03-03,2156682.42,2115280.25,1815425.63,1953548.3,1705080.82,31.3,9.24
2026-03-04,2501583.16,2443012.81,1868121.79,2329772.04,1742392.74,32.16,12.62
2026-03-05,1718461.13,1680135.65,1899029.82,1685907.84,1785385.85,30.53,22.11
2026-03-06,1957352.3,1919778.65,1985563.6,1835993.67,1870380.63,31.04,17.48
2026-03-07,762827.5,741537.13,1815403.89,714837.63,1713049.6,30.29,24.87
2026-03-08,1178361.83,1154798.44,1765772.47,1172058.74,1662831.74,30.72,21.33
2026-03-09,2124463.52,2074038.83,1771390.27,1937249.57,1661338.26,34.68,17.62
2026-03-10,1811573.92,1776996.39,1722089.05,1644876.41,1617242.27,34.19,20.42
2026-03-11,1451958.99,1410931.91,1572142.74,1392462.79,1483340.95,36.22,16.23
2026-03-12,1466620.43,1426159.23,1536165.5,1366566.18,1437720.71,37.28,5.51
2026-03-13,1956157.02,1906154.01,1535994.74,1830670.62,1436960.28,36.46,8.45
2026-03-14,639637.62,617587.04,1518396.19,628780.06,1424666.34,37.83,5.4
2026-03-15,982229.15,962744.18,1490377.24,929730.28,1390047.99,37.27,
2026-03-16,2121058.91,2074860.53,1489890.86,2056534.62,1407088.71,40.79,
2026-03-17,1822405.26,1776803.8,1491438.2,1717663.47,1417486.86,41.17,
2026-03-18,2064325.83,2005768.63,1578919.17,1931952.06,1494556.76,42.1,
2026-03-19,2092068.47,2040967.51,1668268.89,1919269.57,1573514.38,39.34,
2026-03-20,1532475.06,1498961.01,1607742.9,1398791.89,1511817.42,39.54,
2026-03-21,496496.16,482594.53,1587294.12,,,39.87,
